Année,Transmission,Type de carburant,Type,Secteur,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Prix
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,70 000 - 74 999,Land Rover,Range Rover Velar,5.0,Importée neuve,Oui,12 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Sidi Bernoussi,60 000 - 64 999,Kia,Proceed,5.0,WW au Maroc,Non,6 CV,Très bon,250 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,170 000 - 179 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Très bon,PRIX NON SPÉCIFIÉ
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,90 000 - 94 999,Opel,Corsa,5.0,WW au Maroc,Non,6 CV,Excellent,150 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,100 000 - 109 999,Audi,Q2,,Dédouanée,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Toute la ville,25 000 - 29 999,Volkswagen,Tiguan,5.0,Dédouanée,Non,8 CV,Très bon,265 000 DH
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Belvédère,160 000 - 169 999,Mercedes-Benz,Classe CLA,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Hybride,"Voitures d'occasion, à vendre",Aïn Chock,85 000 - 89 999,Toyota,Corolla,5.0,WW au Maroc,Non,10 CV,Excellent,185 000 DH
2022,Manuelle,Essence,"Voitures d'occasion, à vendre",Anfa,90 000 - 94 999,Kia,Picanto,5.0,WW au Maroc,Non,6 CV,Excellent,97 900 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Dakhla,85 000 - 89 999,Volkswagen,Caddy,5.0,WW au Maroc,Non,6 CV,Excellent,135 000 DH
2008,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,190 000 - 199 999,Chevrolet,Captiva,5.0,WW au Maroc,Non,8 CV,Excellent,79 000 DH
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,110 000 - 119 999,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay el Fath,95 000 - 99 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2017,Manuelle,Diesel,"Voitures d'occasion, à vendre",Tilila,55 000 - 59 999,Fiat,500,3.0,WW au Maroc,Oui,5 CV,Très bon,99 000 DH
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Amelkis,150 000 - 159 999,Mitsubishi,L200,3.0,WW au Maroc,Non,9 CV,Excellent,275 000 DH
2013,Manuelle,Diesel,"Voitures d'occasion, à vendre",Tilila,170 000 - 179 999,Hyundai,ix35,,,,8 CV,,129 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Belvédère,80 000 - 84 999,BMW,X3,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Manuelle,Essence,"Voitures d'occasion, à vendre",Hay el Fath,10 000 - 14 999,Toyota,Yaris,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2017,Manuelle,Diesel,"Voitures d'occasion, à vendre",Toute la ville,120 000 - 129 999,Ford,Focus,5.0,Dédouanée,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Californie,200 000 - 249 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Agdal,180 000 - 189 999,BMW,Série 4,3.0,WW au Maroc,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,85 000 - 89 999,Mercedes-Benz,Classe A,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre Ville,100 000 - 109 999,Renault,Talisman,5.0,WW au Maroc,Oui,6 CV,Excellent,270 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Route d'Immouzere,95 000 - 99 999,Renault,Clio,5.0,WW au Maroc,Oui,6 CV,Neuf,113 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,85 000 - 89 999,Peugeot,3008,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Azli,0 - 4 999,Mercedes-Benz,220,,Importée neuve,Oui,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2016,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,170 000 - 179 999,Opel,Astra,5.0,WW au Maroc,Non,8 CV,Excellent,117 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Anfa,100 000 - 109 999,Audi,Q3,5.0,WW au Maroc,Oui,8 CV,Très bon,345 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,80 000 - 84 999,Land Rover,Range Rover Velar,,,,8 CV,Excellent,450 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Belvédère,75 000 - 79 999,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12 CV,Excellent,PRIX NON SPÉCIFIÉ
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,140 000 - 149 999,Land Rover,Range Rover Vogue,5.0,WW au Maroc,Oui,12 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Massira 1,70 000 - 74 999,Fiat,Fiorino,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Hybride,"Voitures d'occasion, à vendre",Autre secteur,0 - 4 999,Mercedes-Benz,Classe E,5.0,Importée neuve,Oui,8 CV,Neuf,PRIX NON SPÉCIFIÉ
2016,Manuelle,Diesel,"Voitures d'occasion, à vendre",Maarif,130 000 - 139 999,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8 CV,Correct,180 000 DH
2024,Automatique,Essence,"Voitures d'occasion, à vendre",Hay El Qods,5 000 - 9 999,Mercedes-Benz,Classe G,5.0,Importée neuve,Oui,28 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Manuelle,Essence,"Voitures d'occasion, à vendre",Quartier Du Soleil,90 000 - 94 999,Kia,Picanto,5.0,WW au Maroc,Oui,6 CV,Excellent,109 000 DH
2004,Manuelle,Diesel,"Voitures d'occasion, à vendre",Tilila,190 000 - 199 999,Fiat,Palio,,,,7 CV,,39 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Centre ville,85 000 - 89 999,Volkswagen,Tiguan,,Dédouanée,,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2024,Automatique,Essence,"Voitures d'occasion, à vendre",2 Mars,10 000 - 14 999,Kia,Picanto,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Essence,"Voitures d'occasion, à vendre",Aïn Chock,55 000 - 59 999,Porsche,Cayenne,5.0,Importée neuve,Oui,17 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",2 Mars,65 000 - 69 999,Nissan,Navara,5.0,WW au Maroc,Oui,10 CV,Excellent,165 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Casablanca Finance City,100 000 - 109 999,Mercedes-Benz,Classe C,5.0,WW au Maroc,Oui,6 CV,Excellent,270 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,95 000 - 99 999,Peugeot,Tepee,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Manuelle,Essence,"Voitures d'occasion, à vendre",Hay Al Hassani,100 000 - 109 999,Kia,Picanto,5.0,WW au Maroc,Oui,6 CV,Très bon,98 000 DH
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Riad,80 000 - 84 999,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain Sebaa,75 000 - 79 999,Audi,A3,5.0,WW au Maroc,Non,8 CV,Excellent,320 000 DH
2024,Manuelle,Diesel,"Voitures d'occasion, à vendre",Val Fleuri,5 000 - 9 999,Dacia,Logan,5.0,WW au Maroc,Oui,6 CV,Neuf,173 000 DH
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Drissia,85 000 - 89 999,Seat,Arona,5.0,WW au Maroc,Oui,6 CV,Excellent,210 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Californie,85 000 - 89 999,Jaguar,XF,5.0,WW au Maroc,Oui,8 CV,,265 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Ben M'sick,140 000 - 149 999,Hyundai,H-100,5.0,,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Essence,"Voitures d'occasion, à vendre",Val Fleuri,20 000 - 24 999,Mercedes-Benz,Classe GLE,5.0,Dédouanée,Oui,17 CV,Neuf,980 000 DH
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,15 000 - 19 999,Abarth,595,3.0,WW au Maroc,,8 CV,Excellent,232 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Al Bahja,120 000 - 129 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Californie,130 000 - 139 999,Land Rover,Range Rover,5.0,Importée neuve,Non,12 CV,Neuf,395 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Targa,65 000 - 69 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6 CV,Excellent,295 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Sidi Maarouf,15 000 - 19 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Excellent,199 999 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Toute la ville,120 000 - 129 999,Skoda,Karoq,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Essence,"Voitures d'occasion, à vendre",2 Mars,50 000 - 54 999,DFSK,Glory 580,3.0,WW au Maroc,Oui,9 CV,Excellent,135 000 DH
2017,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sala El Jadida,160 000 - 169 999,Citroen,Berlingo,5.0,Dédouanée,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,20 000 - 24 999,Fiat,Tipo,5.0,WW au Maroc,Oui,9 CV,Excellent,149 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",2 Mars,100 000 - 109 999,Renault,Kangoo,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Essence,"Voitures d'occasion, à vendre",Azli,55 000 - 59 999,Kia,Picanto,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,120 000 - 129 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,225 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Quartier Du Soleil,130 000 - 139 999,Kia,Ceed,5.0,WW au Maroc,Oui,6 CV,Excellent,196 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",2 Mars,120 000 - 129 999,Land Rover,Range Rover,5.0,WW au Maroc,Oui,12 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Val Fleuri,70 000 - 74 999,Citroen,C3,5.0,WW au Maroc,Oui,6 CV,Excellent,153 000 DH
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,20 000 - 24 999,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8 CV,Excellent,306 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Lakhmis,170 000 - 179 999,Citroen,Berlingo,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Hay El Qods,0 - 4 999,Land Rover,Defender,3.0,Importée neuve,Oui,16 CV,Neuf,PRIX NON SPÉCIFIÉ
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Anfa,25 000 - 29 999,Renault,Express,5.0,WW au Maroc,,6 CV,Excellent,158 000 DH
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Drissia,85 000 - 89 999,Seat,Arona,5.0,WW au Maroc,Oui,6 CV,Excellent,210 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Californie,85 000 - 89 999,Jaguar,XF,5.0,WW au Maroc,Oui,8 CV,,265 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Ben M'sick,140 000 - 149 999,Hyundai,H-100,5.0,,Oui,9 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Essence,"Voitures d'occasion, à vendre",Val Fleuri,20 000 - 24 999,Mercedes-Benz,Classe GLE,5.0,Dédouanée,Oui,17 CV,Neuf,980 000 DH
2022,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,15 000 - 19 999,Abarth,595,3.0,WW au Maroc,,8 CV,Excellent,232 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Al Bahja,120 000 - 129 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Californie,130 000 - 139 999,Land Rover,Range Rover,5.0,Importée neuve,Non,12 CV,Neuf,395 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Targa,65 000 - 69 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6 CV,Excellent,295 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Sidi Maarouf,15 000 - 19 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Excellent,199 999 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Toute la ville,120 000 - 129 999,Skoda,Karoq,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Essence,"Voitures d'occasion, à vendre",2 Mars,50 000 - 54 999,DFSK,Glory 580,3.0,WW au Maroc,Oui,9 CV,Excellent,135 000 DH
2017,Manuelle,Diesel,"Voitures d'occasion, à vendre",Sala El Jadida,160 000 - 169 999,Citroen,Berlingo,5.0,Dédouanée,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,20 000 - 24 999,Fiat,Tipo,5.0,WW au Maroc,Oui,9 CV,Excellent,149 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",2 Mars,100 000 - 109 999,Renault,Kangoo,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2021,Manuelle,Essence,"Voitures d'occasion, à vendre",Azli,55 000 - 59 999,Kia,Picanto,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Autre secteur,120 000 - 129 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,225 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Quartier Du Soleil,130 000 - 139 999,Kia,Ceed,5.0,WW au Maroc,Oui,6 CV,Excellent,196 000 DH
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",2 Mars,120 000 - 129 999,Land Rover,Range Rover,5.0,WW au Maroc,Oui,12 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Val Fleuri,70 000 - 74 999,Citroen,C3,5.0,WW au Maroc,Oui,6 CV,Excellent,153 000 DH
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,20 000 - 24 999,Alfa Romeo,Tonale,5.0,WW au Maroc,Oui,8 CV,Excellent,306 000 DH
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Lakhmis,170 000 - 179 999,Citroen,Berlingo,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2025,Automatique,Essence,"Voitures d'occasion, à vendre",Hay El Qods,0 - 4 999,Land Rover,Defender,3.0,Importée neuve,Oui,16 CV,Neuf,PRIX NON SPÉCIFIÉ
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Anfa,25 000 - 29 999,Renault,Express,5.0,WW au Maroc,,6 CV,Excellent,158 000 DH
2025,Automatique,Hybride,"Voitures d'occasion, à vendre",Hay El Qods,0 - 4 999,Mercedes-Benz,Classe GLE,5.0,Importée neuve,Oui,12 CV,Neuf,PRIX NON SPÉCIFIÉ
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay el Fath,170 000 - 179 999,Audi,A5,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Zaytoun,80 000 - 84 999,Renault,Megane,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Belvédère,100 000 - 109 999,Peugeot,2008,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2010,Automatique,Essence,"Voitures d'occasion, à vendre",2 Mars,120 000 - 129 999,Lexus,LS,5.0,Importée neuve,Oui,26 CV,Excellent,PRIX NON SPÉCIFIÉ
2024,Manuelle,Diesel,"Voitures d'occasion, à vendre",Maarif,0 - 4 999,Opel,Corsa,,,,6 CV,Excellent,175 000 DH
2018,Automatique,Diesel,"Voitures d'occasion, à vendre",2 Mars,110 000 - 119 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Route d'Immouzere,140 000 - 149 999,Volkswagen,Tiguan,5.0,Importée neuve,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,140 000 - 149 999,Volkswagen,Caddy,5.0,Dédouanée,Non,8 CV,,PRIX NON SPÉCIFIÉ
2015,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,190 000 - 199 999,Jaguar,XF,5.0,WW au Maroc,Non,8 CV,Très bon,165 000 DH
2025,Automatique,Hybride,"Voitures d'occasion, à vendre",Hay el Fath,0 - 4 999,Mercedes-Benz,Classe GLC,5.0,Importée neuve,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,5 000 - 9 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,21 CV,Excellent,579 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,55 000 - 59 999,Seat,Leon,5.0,WW au Maroc,Oui,8 CV,Neuf,PRIX NON SPÉCIFIÉ
2024,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,20 000 - 24 999,Fiat,500,3.0,WW au Maroc,,7 CV,Excellent,165 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Hassan,60 000 - 64 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2014,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Riad,190 000 - 199 999,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,12 CV,Très bon,250 000 DH
2025,Automatique,Diesel,"Voitures d'occasion, à vendre",Ain El Hayani,0 - 4 999,Mercedes-Benz,Classe CL,5.0,Importée neuve,Oui,8 CV,Neuf,PRIX NON SPÉCIFIÉ
2013,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hamria,100 000 - 109 999,Audi,A3,5.0,WW au Maroc,Non,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2016,Manuelle,Diesel,"Voitures d'occasion, à vendre",Al Qods,100 000 - 109 999,Jeep,Renegade,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2025,Automatique,Hybride,"Voitures d'occasion, à vendre",Ain El Hayani,0 - 4 999,Mercedes-Benz,Classe E,5.0,Importée neuve,Oui,9 CV,Neuf,PRIX NON SPÉCIFIÉ
2014,Manuelle,Diesel,"Voitures d'occasion, à vendre",Toute la ville,200 000 - 249 999,Hyundai,H-100,,,,9 CV,Excellent,165 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Al Qods,160 000 - 169 999,Audi,A3,5.0,Dédouanée,Oui,8 CV,Neuf,PRIX NON SPÉCIFIÉ
2019,Automatique,Essence,"Voitures d'occasion, à vendre",Ain Sebaa,130 000 - 139 999,Mercedes-Benz,Classe A,5.0,Importée neuve,Oui,8 CV,,330 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,60 000 - 64 999,Audi,Q5,5.0,Dédouanée,,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Bournazil,100 000 - 109 999,Dacia,Dokker,5.0,WW au Maroc,Non,6 CV,Excellent,95 000 DH
2023,Automatique,Essence,"Voitures d'occasion, à vendre",Fes Jdid,5 000 - 9 999,Hyundai,i20,5.0,WW au Maroc,Oui,8 CV,Très bon,198 000 DH
2021,Automatique,Diesel,"Voitures d'occasion, à vendre",Maarif,75 000 - 79 999,Volkswagen,Tiguan,5.0,WW au Maroc,,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Al Hassani,95 000 - 99 999,Renault,Megane,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2020,Automatique,Diesel,"Voitures d'occasion, à vendre",Massira 2,130 000 - 139 999,Skoda,Karoq,5.0,Dédouanée,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Fes Jdid,30 000 - 34 999,Renault,Captur,5.0,WW au Maroc,Oui,6 CV,Très bon,244 000 DH
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Anfa,30 000 - 34 999,Kia,Sportage,5.0,,Oui,8 CV,Excellent,325 000 DH
2025,Automatique,Diesel,"Voitures d'occasion, à vendre",Route d'Immouzere,0 - 4 999,Audi,Q5,5.0,WW au Maroc,Oui,8 CV,Excellent,490 000 DH
2019,Automatique,Essence,"Voitures d'occasion, à vendre",Anfa,50 000 - 54 999,Toyota,C-HR,5.0,WW au Maroc,Oui,10 CV,Très bon,199 000 DH
2017,Automatique,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,150 000 - 159 999,Audi,A5,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Bourgogne,20 000 - 24 999,Seat,Ateca,5.0,WW au Maroc,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Agdal,70 000 - 74 999,Peugeot,208,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2023,Manuelle,Diesel,"Voitures d'occasion, à vendre",Agdal,160 000 - 169 999,Mercedes-Benz,Classe B,5.0,Dédouanée,Oui,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,20 000 - 24 999,Peugeot,208,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2021,Automatique,Hybride,"Voitures d'occasion, à vendre",Maarif,60 000 - 64 999,Toyota,Corolla,5.0,WW au Maroc,Non,10 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,130 000 - 139 999,Renault,Kadjar,5.0,WW au Maroc,Oui,7 CV,Très bon,PRIX NON SPÉCIFIÉ
2016,Manuelle,Diesel,"Voitures d'occasion, à vendre",Drissia,130 000 - 139 999,Volkswagen,Polo,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2025,Manuelle,Diesel,"Voitures d'occasion, à vendre",Centre ville,5 000 - 9 999,Peugeot,208,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2018,Manuelle,Diesel,"Voitures d'occasion, à vendre",Massira 2,190 000 - 199 999,Jeep,Renegade,5.0,WW au Maroc,Oui,6 CV,Très bon,PRIX NON SPÉCIFIÉ
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Salam,130 000 - 139 999,Peugeot,508,,,,8 CV,,215 000 DH
2024,Automatique,Diesel,"Voitures d'occasion, à vendre",Belvédère,10 000 - 14 999,Skoda,Octavia,5.0,WW au Maroc,Non,8 CV,Excellent,PRIX NON SPÉCIFIÉ
2019,Automatique,Diesel,"Voitures d'occasion, à vendre",Hay Al Bahja,110 000 - 119 999,Audi,A4,5.0,WW au Maroc,Oui,8 CV,Très bon,PRIX NON SPÉCIFIÉ
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Mèdina,0 - 4 999,Hyundai,i30,5.0,WW au Maroc,Non,6 CV,Excellent,225 000 DH
2022,Automatique,Diesel,"Voitures d'occasion, à vendre",Mèdina,0 - 4 999,Hyundai,i30,5.0,WW au Maroc,Non,6 CV,Excellent,225 000 DH
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Aïn Chock,65 000 - 69 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6 CV,Excellent,133 000 DH
2022,Manuelle,Diesel,"Voitures d'occasion, à vendre",Autre secteur,35 000 - 39 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Neuf,210 000 DH
2025,Automatique,Hybride,"Voitures d'occasion, à vendre",Autre secteur,0 - 4 999,Mercedes-Benz,Classe GLC,5.0,Importée neuve,Oui,8 CV,Neuf,PRIX NON SPÉCIFIÉ
2023,Automatique,Diesel,"Voitures d'occasion, à vendre",Agdal,90 000 - 94 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Manuelle,Diesel,"Voitures d'occasion, à vendre",Hay Zaytoun,90 000 - 94 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Excellent,PRIX NON SPÉCIFIÉ
2020,Automatique,Essence,"Voitures d'occasion, à vendre",C.I.L,50 000 - 54 999,Fiat,500,3.0,WW au Maroc,Non,8 CV,Excellent,215 000 DH
2024,Automatique,Essence,"Voitures d'occasion, à vendre",Autre secteur,0 - 4 999,Fiat,500,5.0,WW au Maroc,Oui,7 CV,Neuf,159 000 DH
2021,Manuelle,Diesel,"Voitures d'occasion, à vendre",Oulfa,90 000 - 94 999,Renault,Clio,,WW au Maroc,Non,6 CV,Très bon,139 000 DH
